Periodo,COD_INFRACCION,DESC_INFRACCION,sum_CANTIDAD_INFRACCIONES
2015-11,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,123
2015-11,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,840
2015-11,B02,Conducir un vehículo con la licencia de conducción vencida,187
2015-11,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,22
2015-11,C02,Estacionar un vehículo en los sitios prohibidos,364
2015-11,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,68
2015-11,C14,"""Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado""",868
2015-11,C24,Conducir motocicleta sin observar las siguientes normas,289
2015-11,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,244
2015-11,C35,"""No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado""",654
2015-11,C38,"""Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres""",125
2015-11,D01,"""Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción""",204
2015-11,D02,"""Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado""",318
2015-11,D12,"""Conducir un vehículo que, sin la debida autorización se destine a un servicio diferente de aquel para la cual tiene licencia de tránsito.  Además el vehículo será inmovilizado por primera vez por el término de cinco días, por segunda vez veinte días y por tercera vez cuarenta días""",158
2015-11,F06,Actuar de manera que ponga en peligro su integridad física,92
2015-11,G02,"""Los peatones y ciclistas que no cumplan con las disposiciones del Código, serán amonestados serán amonestados por la autoridad de tránsito competente y deberán asistir a un curso informativo dictado por las autoridades de tránsito""",120
2015-11,H02,"""El conductor que no porte la licencia de tránsito, además el vehículo será inmovilizado""",256
2015-11,H03,"""El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito""",337
2015-11,H13,Las demás conductas que constituyan infracción a las normas de tránsito y que no se encuentren descritas en este acto administrativo,168
2015-11,590,"""Cuando se compruebe que el equipo está prestando un servicio no autorizado, entendiéndose como aquel servicio que se preta a través de un vehículo automotor de servicio público sin el permiso, o cuando se preste contrariando las condiciones iniciales.""",167
2015-12,A05,No respetar las señales de tránsito,46
2015-12,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,88
2015-12,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,650
2015-12,B02,Conducir un vehículo con la licencia de conducción vencida,183
2015-12,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,9
2015-12,C02,Estacionar un vehículo en los sitios prohibidos,435
2015-12,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,42
2015-12,C14,"""Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado""",642
2015-12,C24,Conducir motocicleta sin observar las siguientes normas,319
2015-12,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,134
2015-12,C35,"""No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado""",567
2015-12,C38,"""Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres""",100
2015-12,D01,"""Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción""",166
2015-12,D02,"""Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado""",257
2015-12,D12,"""Conducir un vehículo que, sin la debida autorización se destine a un servicio diferente de aquel para la cual tiene licencia de tránsito.  Además el vehículo será inmovilizado por primera vez por el término de cinco días, por segunda vez veinte días y por tercera vez cuarenta días""",76
2015-12,F06,Actuar de manera que ponga en peligro su integridad física,84
2015-12,G02,"""Los peatones y ciclistas que no cumplan con las disposiciones del Código, serán amonestados serán amonestados por la autoridad de tránsito competente y deberán asistir a un curso informativo dictado por las autoridades de tránsito""",63
2015-12,H02,"""El conductor que no porte la licencia de tránsito, además el vehículo será inmovilizado""",175
2015-12,H03,"""El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito""",350
2015-12,H13,Las demás conductas que constituyan infracción a las normas de tránsito y que no se encuentren descritas en este acto administrativo,106
2015-12,590,"""Cuando se compruebe que el equipo está prestando un servicio no autorizado, entendiéndose como aquel servicio que se preta a través de un vehículo automotor de servicio público sin el permiso, o cuando se preste contrariando las condiciones iniciales.""",78
2016-1,A05,No respetar las señales de tránsito,47
2016-1,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,271
2016-1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,1492
2016-1,B02,Conducir un vehículo con la licencia de conducción vencida,312
2016-1,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,22
2016-1,C02,Estacionar un vehículo en los sitios prohibidos,515
2016-1,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,108
2016-1,C14,"""Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado""",1617
2016-1,C24,Conducir motocicleta sin observar las siguientes normas,754
2016-1,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,241
2016-1,C35,"""No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado""",1288
2016-1,C38,"""Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres""",154
2016-1,D01,"""Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción""",293
2016-1,D02,"""Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado""",533
2016-1,D12,"""Conducir un vehículo que, sin la debida autorización se destine a un servicio diferente de aquel para la cual tiene licencia de tránsito.  Además el vehículo será inmovilizado por primera vez por el término de cinco días, por segunda vez veinte días y por tercera vez cuarenta días""",271
